date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 4,Arkansas Baptist,Home,W,92-63,,NR,Q4
Nov 10,Milwaukee,Away,L,92-72,246,NR,Q4
Nov 12,Marquette,Away,L,89-49,111,NR,Q2
Nov 15,Ball State,Away,W,68-62,,NR,Q4
Nov 18,Murray State,Away,L,89-68,,NR,Q4
Nov 21,Texas State,Away,L,65-56,,NR,Q4
Nov 29,Southern Illinois,Away,L,74-65,126,NR,Q2
Dec 3,Central Arkansas,Away,L,85-47,181,NR,Q3
Dec 6,Arkansas State,Home,L,90-78,,NR,Q4
Dec 9,West Virginia,Away,L,90-58,54,NR,Q1
Dec 16,Morehead State,Away,L,78-64,,NR,Q4
Dec 18,Southern Indiana,Away,W,77-62,,NR,Q4
Dec 22,Williams Baptist,Home,W,98-84,,NR,Q4
Jan 1,Tennessee Tech,Home,W,77-58,316,NR,Q4
Jan 3,Tennessee State,Home,L,84-79,235,NR,Q4
Jan 8,Southern Illinois-Edwardsville,Away,W,73-70,,NR,Q4
Jan 10,Lindenwood,Away,W,82-74,240,NR,Q3
Jan 15,Eastern Illinois,Home,W,74-63,317,NR,Q4
Jan 17,Western Illinois,Home,W,86-79,,NR,Q4
Jan 22,Southeast Missouri State,Away,L,70-65,,NR,Q4
Jan 29,Tennessee State,Away,L,70-63,235,NR,Q3
Jan 31,Tennessee Tech,Away,L,87-77,316,NR,Q4
Feb 3,Tennessee-Martin,Away,L,55-52,,NR,Q4
Feb 5,Lindenwood,Home,L,79-74,240,NR,Q4
Feb 7,Southern Illinois-Edwardsville,Home,L,71-61,,NR,Q4
Feb 12,Western Illinois,Away,W,77-58,,NR,Q4
Feb 14,Eastern Illinois,Away,L,78-72,317,NR,Q4
Feb 19,Tennessee-Martin,Home,TBD,,,NR,Q4
Feb 21,Southeast Missouri State,Home,TBD,,,NR,Q4
Feb 26,Morehead State,Home,TBD,,,NR,Q4
Feb 28,Southern Indiana,Home,TBD,,,NR,Q4
