date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Saint Peter's,Home,W,77-50,232,NR,Q4
Nov 7,Wagner,Home,W,68-61,316,NR,Q4
Nov 10,Fairfield,Home,W,82-59,239,NR,Q4
Nov 13,Monmouth,Home,W,70-58,194,NR,Q4
Nov 18,New Haven,Home,W,68-45,329,NR,Q4
Nov 24,NC State,Neutral,W,85-74,29,NR,Q1
Nov 25,Southern California,Neutral,L,83-81,48,NR,Q1
Nov 26,Washington State,Neutral,W,75-61,136,NR,Q3
Dec 3,Central Connecticut State,Home,W,77-61,,NR,Q4
Dec 6,Kansas State,Away,W,78-67,101,NR,Q2
Dec 13,Rutgers,Home,W,81-59,165,NR,Q4
Dec 19,Providence,Away,W,72-67,80,NR,Q2
Dec 23,Villanova,Home,L,64-56,30,NR,Q1
Dec 30,Marquette,Away,W,79-73,109,NR,Q2
Jan 4,Creighton,Home,W,56-54,81,NR,Q3
Jan 10,Georgetown,Away,W,76-67,91,NR,Q2
Jan 13,Connecticut,Home,L,69-64,10,NR,Q1
Jan 17,Butler,Home,L,77-66,74,NR,Q2
Jan 20,St. John's (NY),Away,L,65-60,24,NR,Q1
Jan 24,DePaul,Away,L,67-60,108,NR,Q2
Jan 28,Xavier,Home,W,86-68,98,NR,Q3
Jan 31,Marquette,Home,W,69-64,109,NR,Q3
Feb 4,Villanova,Away,L,72-60,30,NR,Q1
Feb 7,Creighton,Away,L,69-68,81,NR,Q2
Feb 11,Providence,Home,W,87-80,80,NR,Q3
Feb 15,Butler,Away,TBD,,74,NR,Q1
Feb 18,DePaul,Home,TBD,,108,NR,Q3
Feb 21,Georgetown,Home,TBD,,91,NR,Q3
Feb 28,Connecticut,Away,TBD,,10,NR,Q1
Mar 3,Xavier,Away,TBD,,98,NR,Q2
Mar 6,St. John's (NY),Home,TBD,,24,NR,Q1
