date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Florida Atlantic,Away,L,83-78,,NR,Q4
Nov 6,The Citadel,Home,W,76-47,350,NR,Q4
Nov 11,Central Connecticut State,Home,L,60-59,,NR,Q4
Nov 15,Temple,Away,W,76-71,155,NR,Q3
Nov 18,Hampton,Home,W,63-52,256,NR,Q4
Nov 21,Davidson,Neutral,L,59-49,100,NR,Q2
Nov 23,Tulane,Neutral,L,93-90,199,NR,Q3
Nov 26,Harvard,Home,W,73-60,160,NR,Q3
Dec 3,Louisiana State,Home,L,78-69,67,NR,Q2
Dec 6,New Haven,Home,W,67-63,329,NR,Q4
Dec 10,Massachusetts,Neutral,L,76-74,189,NR,Q3
Dec 22,FDU,Home,W,72-61,328,NR,Q4
Dec 28,Le Moyne,Home,W,72-64,280,NR,Q4
Jan 3,Georgia Tech,Away,L,65-53,163,NR,Q3
Jan 6,NC State,Home,L,79-71,29,NR,Q1
Jan 10,Louisville,Away,L,75-62,12,NR,Q1
Jan 13,Clemson,Away,L,74-50,32,NR,Q1
Jan 17,Syracuse,Home,W,81-73,69,NR,Q2
Jan 21,Pittsburgh,Home,W,65-62,122,NR,Q3
Jan 24,Notre Dame,Away,L,68-64,87,NR,Q2
Jan 31,Virginia,Home,L,73-66,19,NR,Q1
Feb 3,Duke,Away,L,67-49,2,NR,Q1
Feb 7,Miami (FL),Home,L,74-68,35,NR,Q2
Feb 11,Stanford,Home,L,70-64,70,NR,Q2
Feb 14,California,Home,L,86-75,60,NR,Q2
Feb 17,Florida State,Away,TBD,,82,NR,Q2
Feb 21,Southern Methodist,Away,TBD,,36,NR,Q1
Feb 24,Wake Forest,Home,TBD,,64,NR,Q2
Feb 28,Miami (FL),Away,TBD,,35,NR,Q1
Mar 3,Virginia Tech,Away,TBD,,56,NR,Q1
Mar 7,Notre Dame,Home,TBD,,87,NR,Q3
