date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,New Orleans,Home,L,78-74,222,NR,Q4
Nov 6,Saint Francis (PA),Home,W,104-63,,NR,Q4
Nov 10,Lamar,Home,W,78-65,211,NR,Q4
Nov 14,Michigan,Home,L,67-63,1,NR,Q1
Nov 19,Kansas City,Home,W,81-45,355,NR,Q4
Nov 27,Florida,Neutral,W,84-80,9,NR,Q1
Nov 28,Wisconsin,Neutral,W,74-63,33,NR,Q1
Dec 5,Notre Dame,Home,L,87-85,87,NR,Q3
Dec 7,North Texas,Away,W,65-55,148,NR,Q3
Dec 15,Incarnate Word,Home,W,69-65,,NR,Q4
Dec 18,Oral Roberts,Home,W,72-53,335,NR,Q4
Dec 21,Florida A&M,Home,W,80-56,336,NR,Q4
Dec 29,Jackson State,Home,W,115-64,347,NR,Q4
Jan 3,Baylor,Home,W,69-63,47,NR,Q2
Jan 6,Kansas,Away,L,104-100,14,NR,Q1
Jan 10,Arizona,Home,L,86-73,3,NR,Q1
Jan 14,Brigham Young,Away,L,76-70,20,NR,Q1
Jan 17,Utah,Away,L,82-79,128,NR,Q2
Jan 20,Oklahoma State,Home,W,68-65,72,NR,Q2
Jan 24,Baylor,Away,W,97-90,47,NR,Q1
Jan 28,Houston,Home,L,79-70,4,NR,Q1
Feb 1,Colorado,Away,L,87-61,73,NR,Q1
Feb 7,Kansas State,Home,W,84-82,100,NR,Q3
Feb 10,Iowa State,Home,W,62-55,8,NR,Q1
Feb 14,Oklahoma State,Away,W,95-92,72,NR,Q1
Feb 17,UCF,Away,TBD,,50,NR,Q1
Feb 21,West Virginia,Home,TBD,,54,NR,Q2
Feb 24,Arizona State,Home,TBD,,71,NR,Q2
Feb 28,Kansas State,Away,TBD,,100,NR,Q2
Mar 3,Texas Tech,Away,TBD,,16,NR,Q1
Mar 7,Cincinnati,Home,TBD,,63,NR,Q2
