date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Saint Francis (PA),Home,W,102-66,,NR,Q4
Nov 8,Gonzaga,Away,L,83-68,6,NR,Q1
Nov 11,Arkansas-Pine Bluff,Home,W,95-69,,NR,Q4
Nov 15,Nebraska,Neutral,L,105-99,11,NR,Q1
Nov 20,Oral Roberts,Home,W,95-71,335,NR,Q4
Nov 23,Alcorn State,Home,W,72-53,,NR,Q4
Nov 28,Marquette,Neutral,W,75-74,109,NR,Q3
Dec 2,Wake Forest,Away,W,86-68,64,NR,Q1
Dec 6,Arizona State,Neutral,L,86-70,71,NR,Q2
Dec 13,Oklahoma State,Neutral,W,85-76,72,NR,Q2
Dec 16,Kansas City,Home,W,89-67,355,NR,Q4
Dec 22,Stetson,Home,W,107-54,327,NR,Q4
Dec 29,Mississippi Valley State,Home,W,93-69,,NR,Q4
Jan 3,Mississippi,Home,W,86-70,92,NR,Q3
Jan 7,Mississippi State,Away,L,72-53,96,NR,Q2
Jan 10,Texas A&M,Away,L,83-76,43,NR,Q1
Jan 13,Florida,Home,L,96-79,9,NR,Q1
Jan 17,Alabama,Home,L,83-81,21,NR,Q1
Jan 20,South Carolina,Away,L,85-76,112,NR,Q2
Jan 24,Missouri,Away,L,88-87,66,NR,Q1
Jan 27,Arkansas,Home,L,83-79,18,NR,Q1
Jan 31,Texas,Home,L,79-69,37,NR,Q2
Feb 4,Kentucky,Away,L,94-78,28,NR,Q1
Feb 7,Vanderbilt,Away,W,92-91,13,NR,Q1
Feb 14,Georgia,Home,W,94-78,39,NR,Q2
Feb 18,Tennessee,Away,TBD,,22,NR,Q1
Feb 21,Texas A&M,Home,TBD,,43,NR,Q2
Feb 24,Auburn,Home,TBD,,34,NR,Q2
Feb 28,Louisiana State,Away,TBD,,67,NR,Q1
Mar 3,Missouri,Home,TBD,,66,NR,Q2
Mar 7,Texas,Away,TBD,,37,NR,Q1
