date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Virginia Tech,Away,L,98-67,58,NR,Q1
Nov 6,Toccoa Falls,Home,W,106-71,,NR,Q4
Nov 10,The Citadel,Away,W,96-86,351,NR,Q4
Nov 13,Alabama A&M,Away,L,68-64,311,NR,Q4
Nov 14,Lindenwood,Neutral,L,83-77,240,NR,Q4
Nov 18,IU Indy,Home,W,103-91,313,NR,Q4
Nov 21,East Carolina,Away,W,77-65,269,NR,Q4
Nov 25,Piedmont,Home,W,93-81,,NR,Q4
Nov 28,South Carolina,Away,L,74-62,112,NR,Q2
Dec 2,Tennessee-Martin,Away,L,73-56,,NR,Q4
Dec 4,Warren Wilson,Home,W,124-63,,NR,Q4
Dec 8,South Carolina State,Home,W,84-44,358,NR,Q4
Dec 18,North Florida,Home,W,113-90,337,NR,Q4
Dec 21,Furman,Away,L,84-76,194,NR,Q3
Dec 28,Richmond,Away,W,77-72,142,NR,Q3
Dec 31,Gardner-Webb,Away,W,89-79,363,NR,Q4
Jan 3,UNC Asheville,Home,W,86-83,228,NR,Q4
Jan 7,Winthrop,Away,L,81-77,121,NR,Q2
Jan 10,High Point,Home,L,84-82,75,NR,Q2
Jan 14,South Carolina Upstate,Home,L,86-81,293,NR,Q4
Jan 21,Presbyterian,Away,L,87-83,271,NR,Q4
Jan 23,Longwood,Away,L,81-79,272,NR,Q4
Jan 29,Radford,Home,L,84-75,239,NR,Q4
Feb 4,High Point,Away,L,80-55,75,NR,Q1
Feb 7,South Carolina Upstate,Away,L,100-94,293,NR,Q4
Feb 12,Presbyterian,Home,W,84-67,271,NR,Q4
Feb 14,Radford,Away,L,90-80,239,NR,Q3
Feb 17,Gardner-Webb,Home,TBD,,363,NR,Q4
Feb 21,Longwood,Home,TBD,,272,NR,Q4
Feb 26,Winthrop,Home,TBD,,121,NR,Q3
Feb 28,UNC Asheville,Away,TBD,,228,NR,Q3
