date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Rhode Island,Away,L,93-62,136,NR,Q3
Nov 7,Univ. of Ft. Lauderdale,Home,W,106-77,,NR,Q4
Nov 10,Miami (FL),Away,L,102-61,35,NR,Q1
Nov 16,Western Carolina,Away,L,76-65,263,NR,Q4
Nov 19,Howard,Home,W,64-60,230,NR,Q4
Nov 22,Virginia Military Institute,Home,W,99-80,,NR,Q4
Nov 25,Wright State,Home,L,79-62,,NR,Q4
Nov 29,Southern Utah,Neutral,L,70-68,282,NR,Q4
Nov 30,Robert Morris,Away,L,80-62,161,NR,Q3
Dec 2,Grand Canyon,Away,L,67-45,76,NR,Q2
Dec 6,South Carolina,Away,L,82-51,112,NR,Q2
Dec 15,Rhodes,Home,W,95-76,,NR,Q4
Dec 22,Oklahoma,Away,L,107-54,68,NR,Q1
Jan 1,North Alabama,Away,W,70-67,,NR,Q4
Jan 3,Central Arkansas,Away,L,93-73,181,NR,Q3
Jan 8,Lipscomb,Home,W,91-83,186,NR,Q4
Jan 10,Austin Peay,Home,L,81-69,134,NR,Q3
Jan 15,West Georgia,Home,W,95-86,,NR,Q4
Jan 17,Queens (NC),Home,L,87-81,205,NR,Q4
Jan 22,Lipscomb,Away,L,79-74,186,NR,Q3
Jan 23,Austin Peay,Away,L,73-65,134,NR,Q2
Jan 29,North Florida,Away,W,84-77,337,NR,Q4
Jan 31,North Alabama,Home,L,68-66,,NR,Q4
Feb 5,Bellarmine,Away,L,92-71,288,NR,Q4
Feb 7,Eastern Kentucky,Away,L,100-88,281,NR,Q4
Feb 11,Jacksonville,Home,W,67-62,306,NR,Q4
Feb 14,Florida Gulf Coast,Away,L,78-76,257,NR,Q4
Feb 19,Central Arkansas,Home,TBD,,181,NR,Q4
Feb 21,North Florida,Home,TBD,,337,NR,Q4
Feb 26,Jacksonville,Away,TBD,,306,NR,Q4
Feb 28,Florida Gulf Coast,Home,TBD,,257,NR,Q4
