date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 4,Oral Roberts,Home,W,95-71,335,NR,Q4
Nov 9,Texas A&M,Home,W,87-63,43,NR,Q2
Nov 12,Prairie View,Home,W,94-67,330,NR,Q4
Nov 16,Texas A&M-Corpus Christi,Home,W,85-69,196,NR,Q4
Nov 19,South Florida,Home,W,103-95,,NR,Q4
Nov 22,Nicholls State,Home,W,95-81,,NR,Q4
Nov 27,Northwestern,Neutral,W,86-81,77,NR,Q2
Dec 2,Sam Houston,Home,W,93-83,106,NR,Q3
Dec 6,Grand Canyon,Neutral,W,84-78,76,NR,Q2
Dec 13,Oklahoma,Neutral,L,85-76,68,NR,Q2
Dec 18,Kansas City,Home,W,91-79,355,NR,Q4
Dec 21,Cal State Fullerton,Home,W,94-89,,NR,Q4
Dec 29,Bethune-Cookman,Home,W,103-77,251,NR,Q4
Jan 3,Texas Tech,Away,L,102-80,16,NR,Q1
Jan 6,UCF,Home,W,87-76,50,NR,Q2
Jan 10,Iowa State,Away,L,83-71,8,NR,Q1
Jan 13,Baylor,Home,L,94-79,47,NR,Q2
Jan 17,Kansas State,Home,W,84-83,100,NR,Q3
Jan 20,TCU,Away,L,68-65,45,NR,Q1
Jan 24,Iowa State,Home,L,84-71,8,NR,Q1
Jan 31,Utah,Away,W,81-69,128,NR,Q2
Feb 4,Brigham Young,Home,W,99-92,20,NR,Q1
Feb 7,Arizona,Away,L,84-47,3,NR,Q1
Feb 10,Arizona State,Away,L,85-76,71,NR,Q1
Feb 14,TCU,Home,L,95-92,45,NR,Q2
Feb 18,Kansas,Home,TBD,,14,NR,Q1
Feb 21,Colorado,Away,TBD,,73,NR,Q1
Feb 24,West Virginia,Home,TBD,,54,NR,Q2
Feb 28,Cincinnati,Away,TBD,,63,NR,Q1
Mar 3,UCF,Away,TBD,,50,NR,Q1
Mar 7,Houston,Home,TBD,,4,NR,Q1
