date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 4,Converse,Home,W,102-50,,NR,Q4
Nov 8,Presbyterian,Away,L,68-64,271,NR,Q4
Nov 12,Northern Kentucky,Home,W,75-63,199,NR,Q4
Nov 15,North Alabama,Away,W,78-74,,NR,Q4
Nov 21,Morehead State,Home,W,77-62,,NR,Q4
Nov 23,Louisiana-Monroe,Home,W,97-55,,NR,Q4
Nov 29,Central Arkansas,Home,W,80-57,181,NR,Q4
Dec 2,Dayton,Away,L,88-71,89,NR,Q2
Dec 5,South Alabama,Home,W,91-65,168,NR,Q4
Dec 7,Tusculum,Home,W,78-62,,NR,Q4
Dec 12,Austin Peay,Away,L,76-75,134,NR,Q2
Dec 16,North Carolina,Away,L,77-58,25,NR,Q1
Dec 20,Jacksonville State,Home,L,81-75,,NR,Q4
Dec 30,The Citadel,Away,W,74-49,351,NR,Q4
Jan 3,Mercer,Home,W,77-71,153,NR,Q3
Jan 7,Virginia Military Institute,Home,W,81-67,,NR,Q4
Jan 10,UNC Greensboro,Home,W,86-60,294,NR,Q4
Jan 14,Western Carolina,Away,L,72-68,263,NR,Q4
Jan 17,Samford,Away,W,76-75,210,NR,Q3
Jan 21,Chattanooga,Away,W,67-66,300,NR,Q4
Jan 23,The Citadel,Home,W,84-55,351,NR,Q4
Jan 29,Western Carolina,Home,L,90-88,263,NR,Q4
Feb 1,Wofford,Away,W,86-72,229,NR,Q3
Feb 4,Furman,Home,W,75-71,194,NR,Q4
Feb 7,Virginia Military Institute,Away,W,87-70,,NR,Q4
Feb 11,Chattanooga,Home,W,73-61,300,NR,Q4
Feb 14,Samford,Home,L,82-72,210,NR,Q4
Feb 18,Furman,Away,TBD,,194,NR,Q3
Feb 21,UNC Greensboro,Away,TBD,,294,NR,Q4
Feb 25,Wofford,Home,TBD,,229,NR,Q4
Feb 28,Mercer,Away,TBD,,153,NR,Q3
