date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 4,College of Biblical Studies,Home,W,109-38,,NR,Q4
Nov 7,Oregon,Away,L,67-63,107,NR,Q2
Nov 11,Stephen F. Austin,Home,L,81-69,,NR,Q4
Nov 14,East Texas A&M,Home,W,71-64,296,NR,Q4
Nov 17,Tennessee,Away,L,91-66,22,NR,Q1
Nov 20,Tarleton State,Home,L,90-74,,NR,Q4
Nov 24,Kennesaw State,Neutral,L,89-84,,NR,Q4
Nov 25,Florida Gulf Coast,Away,L,78-63,257,NR,Q4
Nov 26,Oral Roberts,Neutral,W,81-62,335,NR,Q4
Dec 3,Texas State,Home,W,77-72,,NR,Q4
Dec 13,Arkansas State,Home,W,77-76,,NR,Q4
Dec 17,Southwestern Christian,Home,W,94-47,,NR,Q4
Dec 20,Pepperdine,Away,L,84-62,284,NR,Q4
Dec 31,Tulsa,Away,L,97-48,53,NR,Q1
Jan 3,Memphis,Home,L,76-70,105,NR,Q3
Jan 7,Wichita State,Away,W,66-64,,NR,Q4
Jan 11,Charlotte,Home,L,74-73,189,NR,Q4
Jan 14,UTSA,Away,W,89-73,341,NR,Q4
Jan 21,Temple,Home,L,69-65,162,NR,Q4
Jan 24,Tulsa,Home,L,87-81,53,NR,Q2
Jan 28,East Carolina,Away,W,83-77,269,NR,Q4
Jan 30,Charlotte,Away,L,80-70,189,NR,Q3
Feb 4,North Texas,Home,W,86-83,148,NR,Q3
Feb 8,UAB,Away,L,71-65,119,NR,Q2
Feb 11,Florida Atlantic,Home,W,81-73,,NR,Q4
Feb 14,East Carolina,Home,L,85-75,269,NR,Q4
Feb 22,Tulane,Away,TBD,,190,NR,Q3
Feb 25,South Florida,Home,TBD,,,NR,Q4
Mar 1,Temple,Away,TBD,,162,NR,Q3
Mar 4,North Texas,Away,TBD,,148,NR,Q3
Mar 8,UTSA,Home,TBD,,341,NR,Q4
