date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,New College of Florida,Home,W,96-60,,NR,Q4
Nov 7,Illinois,Away,L,113-70,5,NR,Q1
Nov 11,Georgia Southern,Home,L,95-94,,NR,Q4
Nov 15,Chattanooga,Home,W,91-73,300,NR,Q4
Nov 19,Samford,Away,W,77-62,210,NR,Q3
Nov 24,Oral Roberts,Home,W,93-88,335,NR,Q4
Nov 25,Rice,Home,W,78-63,248,NR,Q4
Nov 26,Kennesaw State,Home,L,102-100,,NR,Q4
Dec 3,Florida International,Away,L,89-83,,NR,Q4
Dec 7,Florida Atlantic,Home,L,81-76,,NR,Q4
Dec 14,New Mexico,Away,L,75-59,44,NR,Q1
Dec 20,UCF,Away,L,102-80,50,NR,Q1
Dec 28,Univ. of Ft. Lauderdale,Home,W,84-43,,NR,Q4
Jan 1,Central Arkansas,Away,L,85-83,181,NR,Q3
Jan 3,North Alabama,Away,W,72-55,,NR,Q4
Jan 8,Austin Peay,Home,L,82-71,134,NR,Q3
Jan 10,Lipscomb,Home,L,84-77,186,NR,Q4
Jan 15,Queens (NC),Home,L,85-74,205,NR,Q4
Jan 17,West Georgia,Home,W,90-72,,NR,Q4
Jan 22,Austin Peay,Away,L,83-62,134,NR,Q2
Jan 23,Lipscomb,Away,L,86-71,186,NR,Q3
Jan 29,North Alabama,Home,W,72-64,,NR,Q4
Jan 31,Jacksonville,Away,W,68-49,306,NR,Q4
Feb 5,Eastern Kentucky,Away,L,76-74,281,NR,Q4
Feb 7,Bellarmine,Away,L,81-65,288,NR,Q4
Feb 11,North Florida,Home,W,90-81,337,NR,Q4
Feb 14,Stetson,Home,W,78-76,325,NR,Q4
Feb 19,Jacksonville,Home,TBD,,306,NR,Q4
Feb 21,Central Arkansas,Home,TBD,,181,NR,Q4
Feb 26,North Florida,Away,TBD,,337,NR,Q4
Feb 28,Stetson,Away,TBD,,325,NR,Q4
