date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Holy Cross,Home,W,89-79,327,NR,Q4
Nov 8,Virginia Tech,Neutral,L,107-101,58,NR,Q2
Nov 11,Pennsylvania,Home,W,106-81,,NR,Q4
Nov 14,Colorado,Away,L,97-88,73,NR,Q1
Nov 18,New Hampshire,Home,W,98-66,334,NR,Q4
Nov 22,Penn State,Neutral,W,77-65,122,NR,Q3
Nov 27,Wisconsin,Neutral,L,104-83,33,NR,Q1
Nov 28,Florida,Neutral,L,90-78,9,NR,Q1
Dec 2,FDU,Home,W,94-64,328,NR,Q4
Dec 6,Rhode Island,Home,W,90-71,136,NR,Q3
Dec 9,Brown,Home,W,86-79,285,NR,Q4
Dec 13,Butler,Away,L,113-110,80,NR,Q2
Dec 19,Seton Hall,Home,L,72-67,49,NR,Q2
Jan 3,St. John's (NY),Away,W,77-71,24,NR,Q1
Jan 7,Connecticut,Home,L,103-98,10,NR,Q1
Jan 10,Xavier,Away,L,97-84,97,NR,Q2
Jan 13,Villanova,Home,L,88-82,30,NR,Q1
Jan 16,Creighton,Home,W,93-88,81,NR,Q3
Jan 19,Marquette,Away,L,105-104,111,NR,Q2
Jan 24,Georgetown,Home,L,81-78,90,NR,Q3
Jan 27,Connecticut,Away,L,87-81,10,NR,Q1
Jan 30,Villanova,Away,L,87-73,30,NR,Q1
Feb 4,Butler,Home,W,97-87,80,NR,Q3
Feb 7,DePaul,Home,W,90-72,108,NR,Q3
Feb 11,Seton Hall,Away,L,87-80,49,NR,Q1
Feb 14,St. John's (NY),Home,L,79-69,24,NR,Q1
Feb 21,DePaul,Away,TBD,,108,NR,Q2
Feb 24,Xavier,Home,TBD,,97,NR,Q3
Feb 28,Creighton,Away,TBD,,81,NR,Q2
Mar 4,Marquette,Home,TBD,,111,NR,Q3
Mar 7,Georgetown,Away,TBD,,90,NR,Q2
