date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Southeast Missouri State,Home,W,92-67,,NR,Q4
Nov 6,Chicago State,Home,W,108-86,,NR,Q4
Nov 10,Lindenwood,Home,W,109-66,241,NR,Q4
Nov 15,Grand Canyon,Home,W,78-64,76,NR,Q3
Nov 21,Purdue Fort Wayne,Home,W,91-60,249,NR,Q4
Nov 27,Santa Clara,Neutral,W,71-70,42,NR,Q1
Nov 28,Stanford,Neutral,L,78-77,70,NR,Q2
Dec 2,Loyola Marymount,Away,W,91-70,,NR,Q4
Dec 7,Central Michigan,Home,W,107-65,,NR,Q4
Dec 13,San Francisco,Home,W,85-75,125,NR,Q3
Dec 17,Bethune-Cookman,Home,W,112-53,250,NR,Q4
Dec 21,New Hampshire,Home,W,93-79,334,NR,Q4
Dec 28,Principia,Home,W,114-33,,NR,Q4
Dec 31,Saint Joseph's,Home,W,102-79,156,NR,Q3
Jan 7,Virginia Commonwealth,Away,W,71-62,,NR,Q4
Jan 10,La Salle,Away,W,84-72,242,NR,Q4
Jan 14,Fordham,Home,W,78-56,178,NR,Q4
Jan 17,Richmond,Home,W,88-63,141,NR,Q3
Jan 20,Duquesne,Away,W,81-77,116,NR,Q2
Jan 23,St. Bonaventure,Away,W,97-62,145,NR,Q3
Jan 27,George Washington,Home,W,79-76,85,NR,Q3
Jan 30,Dayton,Home,W,102-71,93,NR,Q3
Feb 3,Davidson,Away,W,91-82,100,NR,Q2
Feb 7,La Salle,Home,W,82-58,242,NR,Q4
Feb 13,Loyola (IL),Away,W,86-59,,NR,Q4
Feb 17,Rhode Island,Away,TBD,,135,NR,Q2
Feb 20,Virginia Commonwealth,Home,TBD,,,NR,Q4
Feb 24,Dayton,Away,TBD,,93,NR,Q2
Feb 28,Duquesne,Home,TBD,,116,NR,Q3
Mar 4,Loyola (IL),Home,TBD,,,NR,Q4
Mar 7,George Mason,Away,TBD,,90,NR,Q2
