date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,FDU,Home,W,88-50,328,NR,Q4
Nov 6,Grambling,Home,W,102-62,276,NR,Q4
Nov 10,Mississippi State,Neutral,W,96-80,96,NR,Q2
Nov 17,Stonehill,Home,W,96-57,338,NR,Q4
Nov 24,St. John's (NY),Neutral,W,83-82,24,NR,Q1
Nov 25,Creighton,Neutral,W,78-60,81,NR,Q2
Nov 26,Syracuse,Neutral,W,95-64,69,NR,Q2
Dec 3,Alcorn State,Home,W,132-68,,NR,Q4
Dec 6,Purdue,Away,W,81-58,5,NR,Q1
Dec 11,Iowa,Home,W,66-62,27,NR,Q1
Dec 14,Eastern Illinois,Home,W,78-53,317,NR,Q4
Dec 21,Long Beach State,Home,W,91-60,,NR,Q4
Dec 29,Houston Christian,Home,W,89-61,298,NR,Q4
Jan 2,West Virginia,Home,W,80-59,54,NR,Q2
Jan 7,Baylor,Away,W,70-60,47,NR,Q1
Jan 10,Oklahoma State,Home,W,83-71,72,NR,Q2
Jan 13,Kansas,Away,L,84-63,14,NR,Q1
Jan 17,Cincinnati,Away,L,79-70,63,NR,Q1
Jan 20,UCF,Home,W,87-57,49,NR,Q2
Jan 24,Oklahoma State,Away,W,84-71,72,NR,Q1
Jan 29,Colorado,Home,W,97-67,73,NR,Q2
Feb 1,Kansas State,Away,W,95-61,101,NR,Q2
Feb 7,Baylor,Home,W,72-69,47,NR,Q2
Feb 10,TCU,Away,L,62-55,45,NR,Q1
Feb 14,Kansas,Home,W,74-56,14,NR,Q1
Feb 16,Houston,Home,TBD,,4,NR,Q1
Feb 21,Brigham Young,Away,TBD,,20,NR,Q1
Feb 24,Utah,Away,TBD,,126,NR,Q2
Feb 28,Texas Tech,Home,TBD,,16,NR,Q1
Mar 2,Arizona,Away,TBD,,3,NR,Q1
Mar 7,Arizona State,Home,TBD,,71,NR,Q2
