date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Virginia,Away,L,87-53,19,NR,Q1
Nov 5,Rutgers,Away,L,81-53,155,NR,Q3
Nov 15,Eastern,Home,W,86-54,,NR,Q4
Nov 18,Texas,Away,L,99-65,37,NR,Q1
Nov 20,Houston,Away,L,91-45,4,NR,Q1
Nov 25,Coppin State,Home,L,68-65,,NR,Q4
Dec 4,Merrimack,Away,L,68-66,185,NR,Q3
Dec 7,Quinnipiac,Away,L,72-58,202,NR,Q3
Dec 9,Bucknell,Home,L,51-38,333,NR,Q4
Dec 16,Delaware,Away,L,65-57,267,NR,Q4
Dec 22,Virginia Commonwealth,Away,L,100-79,,NR,Q4
Dec 29,Manhattan,Home,L,74-71,321,NR,Q4
Jan 4,Siena,Home,L,74-65,188,NR,Q4
Jan 9,Fairfield,Away,L,68-62,242,NR,Q4
Jan 11,Marist,Home,L,71-49,170,NR,Q4
Jan 14,Iona,Home,W,72-68,237,NR,Q4
Jan 17,Saint Peter's,Away,L,69-58,226,NR,Q3
Jan 19,Sacred Heart,Home,L,105-85,297,NR,Q4
Jan 24,Mount St. Mary's,Away,L,71-61,299,NR,Q4
Jan 30,Manhattan,Away,L,95-90,321,NR,Q4
Feb 1,Saint Peter's,Home,W,81-78,226,NR,Q4
Feb 5,Marist,Away,L,81-52,170,NR,Q3
Feb 7,Merrimack,Home,L,73-47,185,NR,Q4
Feb 13,Mount St. Mary's,Home,L,65-55,299,NR,Q4
Feb 15,Sacred Heart,Away,L,86-75,297,NR,Q4
Feb 20,Canisius,Home,TBD,,348,NR,Q4
Feb 22,Niagara,Home,TBD,,342,NR,Q4
Feb 27,Iona,Away,TBD,,237,NR,Q3
Mar 1,Siena,Away,TBD,,188,NR,Q3
