date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Gonzaga,Away,L,98-43,6,NR,Q1
Nov 6,Texas A&M,Away,L,104-70,43,NR,Q1
Nov 12,Samford,Home,L,93-90,210,NR,Q4
Nov 15,Texas State,Away,L,77-67,,NR,Q4
Nov 20,Vanderbilt,Away,L,109-74,13,NR,Q1
Nov 26,College of Biblical Studies,Home,W,102-44,,NR,Q4
Dec 6,Sam Houston,Home,L,82-70,106,NR,Q3
Dec 14,Minnesota,Away,L,89-53,86,NR,Q2
Dec 17,NC State,Away,L,108-72,29,NR,Q1
Dec 22,Abilene Christian,Home,L,75-68,231,NR,Q4
Dec 30,Huston-Tillotson,Home,W,80-56,,NR,Q4
Jan 3,Southern,Away,L,84-73,279,NR,Q4
Jan 5,Grambling,Away,L,84-67,275,NR,Q4
Jan 10,Arkansas-Pine Bluff,Home,L,74-66,,NR,Q4
Jan 12,Mississippi Valley State,Home,W,84-51,,NR,Q4
Jan 17,Alcorn State,Away,W,72-71,,NR,Q4
Jan 19,Jackson State,Away,L,94-89,347,NR,Q4
Jan 24,Alabama A&M,Home,W,89-74,311,NR,Q4
Jan 27,Alabama State,Home,W,96-64,,NR,Q4
Jan 31,Prairie View,Away,L,85-78,330,NR,Q4
Feb 7,Florida A&M,Away,W,62-57,336,NR,Q4
Feb 9,Bethune-Cookman,Away,L,79-69,251,NR,Q4
Feb 14,Grambling,Home,W,82-79,275,NR,Q4
Feb 16,Southern,Home,TBD,,279,NR,Q4
Feb 21,Mississippi Valley State,Away,TBD,,,NR,Q4
Feb 26,Alcorn State,Home,TBD,,,NR,Q4
Feb 28,Jackson State,Home,TBD,,347,NR,Q4
Mar 5,Prairie View,Home,TBD,,330,NR,Q4
