date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 7,Kent State,Away,L,110-102,144,NR,Q3
Nov 9,Illinois State,Away,L,76-65,,NR,Q4
Nov 13,Lafayette,Away,W,97-78,326,NR,Q4
Nov 18,Army,Home,W,86-73,332,NR,Q4
Nov 20,Colgate,Home,W,95-94,201,NR,Q4
Nov 26,Misericordia,Home,W,114-70,,NR,Q4
Nov 30,Bucknell,Away,W,101-72,333,NR,Q4
Dec 2,George Mason,Away,L,99-81,91,NR,Q2
Dec 3,Towson,Away,L,93-80,176,NR,Q3
Dec 7,Samford,Away,L,93-90,210,NR,Q3
Dec 21,Albany (NY),Away,W,83-75,,NR,Q4
Dec 29,Michigan State,Away,L,114-97,15,NR,Q1
Jan 2,Alfred State,Home,W,133-65,,NR,Q4
Jan 5,Columbia,Home,L,104-99,180,NR,Q4
Jan 10,Dartmouth,Home,L,102-91,252,NR,Q4
Jan 17,Yale,Away,L,102-68,65,NR,Q1
Jan 19,Brown,Away,W,89-67,285,NR,Q4
Jan 24,Harvard,Away,W,86-79,160,NR,Q3
Jan 30,Princeton,Home,W,87-64,254,NR,Q4
Jan 31,Pennsylvania,Home,L,91-81,,NR,Q4
Feb 7,Columbia,Away,W,88-67,180,NR,Q3
Feb 13,Princeton,Away,W,89-65,254,NR,Q4
Feb 14,Pennsylvania,Away,L,82-76,,NR,Q4
Feb 21,Harvard,Home,TBD,,160,NR,Q3
Feb 27,Yale,Home,TBD,,65,NR,Q2
Feb 28,Brown,Home,TBD,,285,NR,Q4
Mar 7,Dartmouth,Away,TBD,,252,NR,Q4
