date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Midway,Home,W,89-84,,NR,Q4
Nov 7,Wake Forest,Away,L,81-65,64,NR,Q1
Nov 9,Georgia,Away,L,120-81,39,NR,Q1
Nov 11,Clemson,Away,L,83-56,31,NR,Q1
Nov 16,Kentucky Christian,Home,W,121-51,,NR,Q4
Nov 21,East Tennessee State,Away,L,77-62,129,NR,Q2
Nov 22,Louisiana-Monroe,Neutral,W,83-80,,NR,Q4
Nov 29,IU Indy,Away,L,85-80,313,NR,Q4
Dec 2,Murray State,Away,L,84-52,,NR,Q4
Dec 6,Presbyterian,Away,L,80-72,271,NR,Q4
Dec 16,Little Rock,Home,W,78-64,307,NR,Q4
Dec 20,Southern Indiana,Away,W,64-60,,NR,Q4
Dec 28,Alice Lloyd,Home,W,115-65,,NR,Q4
Jan 1,Lindenwood,Away,L,77-64,240,NR,Q3
Jan 3,Southern Illinois-Edwardsville,Away,W,73-72,,NR,Q4
Jan 8,Tennessee-Martin,Home,L,76-68,,NR,Q4
Jan 10,Southeast Missouri State,Home,W,71-69,,NR,Q4
Jan 15,Tennessee State,Away,L,105-100,235,NR,Q3
Jan 17,Tennessee Tech,Away,W,76-70,316,NR,Q4
Jan 22,Western Illinois,Home,W,71-66,,NR,Q4
Jan 24,Eastern Illinois,Home,W,73-68,317,NR,Q4
Jan 29,Southern Illinois-Edwardsville,Home,W,67-65,,NR,Q4
Jan 31,Lindenwood,Home,L,79-78,240,NR,Q4
Feb 5,Southeast Missouri State,Away,L,82-70,,NR,Q4
Feb 7,Tennessee-Martin,Away,W,61-55,,NR,Q4
Feb 12,Tennessee Tech,Home,W,73-66,316,NR,Q4
Feb 14,Tennessee State,Home,W,94-86,235,NR,Q4
Feb 19,Eastern Illinois,Away,TBD,,317,NR,Q4
Feb 21,Western Illinois,Away,TBD,,,NR,Q4
Feb 24,Southern Indiana,Home,TBD,,,NR,Q4
Feb 26,Little Rock,Away,TBD,,307,NR,Q4
