date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 4,Kentucky,Away,L,77-51,28,NR,Q1
Nov 7,Eastern Illinois,Away,L,65-57,317,NR,Q4
Nov 12,Valparaiso,Away,L,68-63,163,NR,Q3
Nov 15,Murray State,Away,L,99-79,,NR,Q4
Nov 22,Oklahoma State,Away,L,95-81,72,NR,Q1
Nov 28,Tulane,Away,L,82-72,190,NR,Q3
Dec 2,Creighton,Away,L,96-76,81,NR,Q2
Dec 6,Incarnate Word,Home,W,74-67,,NR,Q4
Dec 10,College of Biblical Studies,Home,W,117-49,,NR,Q4
Dec 17,Houston Christian,Home,W,79-64,298,NR,Q4
Dec 21,Pacific,Away,L,95-82,103,NR,Q2
Dec 29,Texas A&M-Corpus Christi,Away,W,76-71,196,NR,Q3
Dec 31,Texas-Rio Grande Valley,Away,W,71-69,140,NR,Q3
Jan 3,East Texas A&M,Home,W,80-58,296,NR,Q4
Jan 5,Northwestern State,Home,W,74-72,,NR,Q4
Jan 10,New Orleans,Away,W,90-77,222,NR,Q3
Jan 12,McNeese State,Away,L,94-68,56,NR,Q1
Jan 17,Lamar,Home,L,90-80,211,NR,Q4
Jan 19,Stephen F. Austin,Home,L,79-62,,NR,Q4
Jan 24,Southeastern Louisiana,Away,L,67-61,,NR,Q4
Jan 27,New Orleans,Home,L,80-62,222,NR,Q4
Jan 31,East Texas A&M,Away,W,72-68,296,NR,Q4
Feb 2,Northwestern State,Away,W,61-58,,NR,Q4
Feb 7,Texas A&M-Corpus Christi,Home,L,83-76,196,NR,Q4
Feb 9,Texas-Rio Grande Valley,Home,L,92-72,140,NR,Q3
Feb 14,Incarnate Word,Away,W,91-83,,NR,Q4
Feb 16,Houston Christian,Away,TBD,,298,NR,Q4
Feb 21,Stephen F. Austin,Away,TBD,,,NR,Q4
Feb 23,Lamar,Away,TBD,,211,NR,Q3
Feb 28,Southeastern Louisiana,Home,TBD,,,NR,Q4
Mar 2,McNeese State,Home,TBD,,56,NR,Q2
