date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Erskine,Home,W,105-61,,NR,Q4
Nov 6,Boston College,Away,L,76-47,152,NR,Q3
Nov 10,Charleston Southern,Home,L,96-86,,NR,Q4
Nov 14,West Georgia,Away,L,100-92,,NR,Q4
Nov 19,North Greenville,Home,W,70-57,,NR,Q4
Nov 24,Bellarmine,Home,L,70-58,288,NR,Q4
Nov 26,Houston Christian,Home,L,72-65,298,NR,Q4
Nov 30,Presbyterian,Neutral,L,69-41,271,NR,Q4
Dec 4,Davidson,Away,L,79-63,104,NR,Q2
Dec 9,Southern Wesleyan,Home,W,98-73,,NR,Q4
Dec 13,South Carolina,Away,L,71-55,112,NR,Q2
Dec 17,College of Charleston,Away,L,82-78,,NR,Q4
Dec 20,Richmond,Away,L,80-56,142,NR,Q3
Dec 30,East Tennessee State,Home,L,74-49,129,NR,Q3
Jan 3,Wofford,Home,L,95-86,229,NR,Q4
Jan 7,Mercer,Away,L,101-63,153,NR,Q3
Jan 10,Western Carolina,Home,W,79-77,263,NR,Q4
Jan 15,UNC Greensboro,Away,L,69-66,294,NR,Q4
Jan 17,Virginia Military Institute,Away,W,82-68,,NR,Q4
Jan 21,Furman,Home,W,77-75,194,NR,Q4
Jan 23,East Tennessee State,Away,L,84-55,129,NR,Q2
Jan 29,Virginia Military Institute,Home,W,80-56,,NR,Q4
Jan 31,UNC Greensboro,Home,W,71-66,294,NR,Q4
Feb 5,Samford,Away,L,78-64,210,NR,Q3
Feb 7,Chattanooga,Away,W,78-71,300,NR,Q4
Feb 11,Western Carolina,Away,L,87-49,263,NR,Q4
Feb 14,Mercer,Home,L,70-54,153,NR,Q3
Feb 19,Samford,Home,TBD,,210,NR,Q4
Feb 21,Chattanooga,Home,TBD,,300,NR,Q4
Feb 25,Furman,Away,TBD,,194,NR,Q3
Feb 28,Wofford,Away,TBD,,229,NR,Q3
