date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 7,Siena,Home,L,62-46,193,NR,Q4
Nov 9,Vermont,Home,L,89-84,215,NR,Q4
Nov 12,Boston University,Away,L,90-77,153,NR,Q3
Nov 14,Hampton,Home,L,72-63,256,NR,Q4
Nov 18,Holy Cross,Home,W,68-49,322,NR,Q4
Nov 20,Stony Brook,Away,L,80-70,212,NR,Q3
Nov 23,Maine,Away,W,58-53,341,NR,Q4
Nov 26,New Hampshire,Away,W,59-47,334,NR,Q4
Dec 2,Rhode Island,Away,L,66-56,135,NR,Q2
Dec 5,Bryant,Home,W,75-56,352,NR,Q4
Dec 6,Elms,Home,W,115-34,,NR,Q4
Dec 9,Providence,Away,L,86-79,80,NR,Q2
Dec 31,Johnson & Wales (RI),Home,W,105-47,,NR,Q4
Jan 5,Yale,Home,L,70-53,65,NR,Q2
Jan 10,Pennsylvania,Away,L,81-73,,NR,Q4
Jan 17,Columbia,Home,W,86-80,180,NR,Q4
Jan 19,Cornell,Home,L,89-67,146,NR,Q3
Jan 24,Princeton,Away,L,63-53,252,NR,Q4
Jan 30,Harvard,Home,L,69-59,160,NR,Q3
Jan 31,Dartmouth,Home,L,77-70,248,NR,Q4
Feb 6,Yale,Away,L,81-69,65,NR,Q1
Feb 13,Harvard,Away,L,56-53,160,NR,Q3
Feb 14,Dartmouth,Away,W,79-76,248,NR,Q4
Feb 20,Princeton,Home,TBD,,252,NR,Q4
Feb 27,Columbia,Away,TBD,,180,NR,Q3
Feb 28,Cornell,Away,TBD,,146,NR,Q3
Mar 6,Pennsylvania,Home,TBD,,,NR,Q4
