date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Xavier,Away,L,66-62,97,NR,Q2
Nov 9,Dartmouth,Away,W,75-56,252,NR,Q4
Nov 12,Vassar,Home,W,93-61,,NR,Q4
Nov 16,Harvard,Home,L,56-54,160,NR,Q3
Nov 21,Army,Home,W,76-65,332,NR,Q4
Nov 25,Lehigh,Home,W,78-55,295,NR,Q4
Dec 5,Mount St. Mary's,Home,W,64-56,299,NR,Q4
Dec 7,Manhattan,Home,W,80-68,321,NR,Q4
Dec 13,Bryant,Away,W,82-74,352,NR,Q4
Dec 16,Georgia Tech,Away,L,87-76,165,NR,Q3
Dec 21,Stony Brook,Home,W,70-51,212,NR,Q4
Dec 29,Quinnipiac,Away,L,64-58,202,NR,Q3
Jan 2,Saint Peter's,Away,L,69-59,226,NR,Q3
Jan 4,Iona,Home,W,83-38,237,NR,Q4
Jan 9,Sacred Heart,Away,W,76-72,297,NR,Q4
Jan 11,Rider,Away,W,71-49,357,NR,Q4
Jan 17,Fairfield,Home,W,82-67,242,NR,Q4
Jan 19,Merrimack,Home,L,68-55,185,NR,Q4
Jan 22,Siena,Away,L,69-50,188,NR,Q3
Jan 24,Quinnipiac,Home,W,71-64,202,NR,Q4
Jan 30,Canisius,Away,W,88-86,348,NR,Q4
Feb 1,Niagara,Away,W,58-46,342,NR,Q4
Feb 5,Rider,Home,W,81-52,357,NR,Q4
Feb 7,Fairfield,Away,L,63-60,242,NR,Q4
Feb 12,Merrimack,Away,L,81-56,185,NR,Q3
Feb 15,Siena,Home,L,67-63,188,NR,Q4
Feb 20,Manhattan,Away,TBD,,321,NR,Q4
Feb 22,Sacred Heart,Home,TBD,,297,NR,Q4
Mar 1,Saint Peter's,Home,TBD,,226,NR,Q4
