date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Murray State,Neutral,L,85-77,,NR,Q4
Nov 6,Abilene Christian,Away,L,73-71,231,NR,Q3
Nov 9,Colorado State,Away,L,97-74,95,NR,Q2
Nov 15,Southern Utah,Home,W,90-85,282,NR,Q4
Nov 19,Concordia (NE),Home,W,96-80,,NR,Q4
Nov 21,Louisiana State,Away,L,99-73,67,NR,Q1
Nov 25,James Madison,Neutral,L,88-77,219,NR,Q4
Nov 26,Florida International,Away,L,74-61,,NR,Q4
Nov 29,Mid-America Christian,Home,W,84-62,,NR,Q4
Dec 3,Northern Colorado,Home,L,75-70,,NR,Q4
Dec 6,Portland State,Away,W,60-55,,NR,Q4
Dec 9,Doane College,Home,W,79-70,,NR,Q4
Dec 16,York (NE),Home,W,105-58,,NR,Q4
Dec 20,Lamar,Away,W,85-82,211,NR,Q3
Dec 28,Oregon,Away,L,80-57,107,NR,Q2
Jan 1,South Dakota State,Away,L,84-69,204,NR,Q3
Jan 3,Kansas City,Home,L,73-66,355,NR,Q4
Jan 8,North Dakota,Home,W,90-79,274,NR,Q4
Jan 10,North Dakota State,Home,L,78-76,,NR,Q4
Jan 17,Oral Roberts,Away,W,73-62,335,NR,Q4
Jan 21,South Dakota,Home,L,68-64,276,NR,Q4
Jan 24,Kansas City,Away,W,77-60,355,NR,Q4
Jan 28,South Dakota State,Home,W,80-71,204,NR,Q4
Jan 31,Denver,Away,W,84-82,233,NR,Q3
Feb 5,North Dakota,Away,L,76-73,274,NR,Q4
Feb 7,North Dakota State,Away,L,92-84,,NR,Q4
Feb 12,St. Thomas,Home,W,98-94,,NR,Q4
Feb 15,Denver,Home,W,83-76,233,NR,Q4
Feb 18,Oral Roberts,Home,TBD,,335,NR,Q4
Feb 25,South Dakota,Away,TBD,,276,NR,Q4
Feb 28,St. Thomas,Away,TBD,,,NR,Q4
