date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Farmingdale State,Home,W,66-59,,NR,Q4
Nov 8,Maine,Home,W,71-60,343,NR,Q4
Nov 11,St. Joseph's–Long Island,Home,W,107-43,,NR,Q4
Nov 15,Yale,Away,L,86-79,65,NR,Q1
Nov 20,Brown,Home,W,80-70,285,NR,Q4
Nov 24,Pacific,Neutral,L,86-58,103,NR,Q3
Nov 25,Bethune-Cookman,Neutral,W,61-54,251,NR,Q4
Nov 28,Loyola Marymount,Away,W,71-68,,NR,Q4
Dec 6,Duquesne,Away,L,84-75,117,NR,Q2
Dec 9,Columbia,Home,W,77-73,180,NR,Q4
Dec 13,Central Michigan,Home,W,78-55,,NR,Q4
Dec 17,Albany (NY),Home,L,71-55,,NR,Q4
Dec 21,Marist,Away,L,70-51,170,NR,Q3
Dec 29,Hampton,Away,L,62-59,258,NR,Q4
Dec 31,William & Mary,Away,L,76-57,114,NR,Q2
Jan 3,North Carolina A&T,Home,W,81-80,,NR,Q4
Jan 8,Drexel,Away,L,56-37,217,NR,Q3
Jan 10,UNC Wilmington,Home,L,75-71,,NR,Q4
Jan 15,Hofstra,Home,W,76-71,102,NR,Q3
Jan 17,College of Charleston,Home,W,112-106,,NR,Q4
Jan 22,Northeastern,Away,W,95-80,273,NR,Q4
Jan 29,Campbell,Away,W,81-69,207,NR,Q3
Jan 31,Elon,Away,W,72-68,192,NR,Q3
Feb 5,Monmouth,Home,L,76-75,193,NR,Q4
Feb 7,Northeastern,Home,W,69-55,273,NR,Q4
Feb 12,Towson,Away,L,69-57,176,NR,Q3
Feb 16,Drexel,Home,TBD,,217,NR,Q4
Feb 21,Hampton,Home,TBD,,258,NR,Q4
Feb 26,Monmouth,Away,TBD,,193,NR,Q3
Feb 28,Hofstra,Away,TBD,,102,NR,Q2
Mar 3,Towson,Home,TBD,,176,NR,Q4
