date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Trinity (TX),Home,W,83-56,,NR,Q4
Nov 6,Southern Methodist,Away,L,69-58,36,NR,Q1
Nov 8,Tarleton State,Away,L,85-77,,NR,Q4
Nov 11,Kansas,Away,L,77-46,14,NR,Q1
Nov 16,Oklahoma State,Away,L,85-69,72,NR,Q1
Nov 22,Howard Payne,Home,W,122-75,,NR,Q4
Nov 28,Xavier,Away,L,88-67,97,NR,Q2
Dec 6,Lamar,Away,W,57-49,211,NR,Q3
Dec 12,Dallas Christian,Home,W,108-55,,NR,Q4
Dec 17,Stephen F. Austin,Away,L,69-60,,NR,Q4
Dec 20,Southwestern Adventist,Home,W,93-36,,NR,Q4
Dec 29,Nicholls State,Home,L,76-71,,NR,Q4
Dec 31,New Orleans,Home,W,83-69,222,NR,Q4
Jan 3,Texas-Rio Grande Valley,Away,W,63-59,140,NR,Q3
Jan 5,Houston Christian,Away,W,81-65,298,NR,Q4
Jan 10,Northwestern State,Away,L,79-78,,NR,Q4
Jan 12,East Texas A&M,Away,W,61-50,296,NR,Q4
Jan 17,Southeastern Louisiana,Home,W,68-56,,NR,Q4
Jan 19,McNeese State,Home,L,69-53,56,NR,Q2
Jan 24,Incarnate Word,Away,W,79-71,,NR,Q4
Jan 26,Texas-Rio Grande Valley,Home,L,64-55,140,NR,Q3
Jan 31,Houston Christian,Home,W,73-71,298,NR,Q4
Feb 2,Incarnate Word,Home,L,71-69,,NR,Q4
Feb 7,Nicholls State,Away,W,83-76,,NR,Q4
Feb 9,New Orleans,Away,L,84-78,222,NR,Q3
Feb 14,Lamar,Home,W,76-63,211,NR,Q4
Feb 16,Stephen F. Austin,Home,TBD,,,NR,Q4
Feb 21,McNeese State,Away,TBD,,56,NR,Q1
Feb 23,Southeastern Louisiana,Away,TBD,,,NR,Q4
Feb 28,Northwestern State,Home,TBD,,,NR,Q4
Mar 2,East Texas A&M,Home,TBD,,296,NR,Q4
