date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Akron,Away,L,85-71,62,NR,Q1
Nov 5,Washington & Lee,Home,W,70-56,,NR,Q4
Nov 9,Coppin State,Home,W,84-70,,NR,Q4
Nov 12,Longwood,Away,L,82-72,272,NR,Q4
Nov 15,Long Island University,Away,L,88-79,195,NR,Q3
Nov 18,Towson,Home,W,81-75,176,NR,Q4
Nov 24,Florida International,Away,W,80-72,,NR,Q4
Nov 25,Omaha,Neutral,W,88-77,249,NR,Q4
Nov 29,George Mason,Away,L,82-66,91,NR,Q2
Dec 3,North Carolina Central,Home,W,67-62,340,NR,Q4
Dec 6,Norfolk State,Home,W,68-67,309,NR,Q4
Dec 17,Old Dominion,Away,L,77-68,256,NR,Q4
Dec 20,Georgia Southern,Away,L,96-92,,NR,Q4
Dec 29,Arkansas,Away,L,103-74,18,NR,Q1
Jan 3,Arkansas State,Away,W,78-74,,NR,Q4
Jan 7,Marshall,Home,L,66-64,149,NR,Q3
Jan 10,Old Dominion,Home,W,70-69,256,NR,Q4
Jan 15,Appalachian State,Away,L,80-65,,NR,Q4
Jan 17,Marshall,Away,L,77-72,149,NR,Q3
Jan 22,South Alabama,Home,L,90-83,168,NR,Q4
Jan 24,Texas State,Home,W,82-57,,NR,Q4
Jan 29,Troy,Away,W,73-64,132,NR,Q2
Jan 31,Southern Mississippi,Away,L,73-65,,NR,Q4
Feb 4,Louisiana,Home,L,64-61,312,NR,Q4
Feb 7,Toledo,Home,W,73-71,172,NR,Q4
Feb 12,Georgia State,Home,W,81-79,,NR,Q4
Feb 14,Appalachian State,Home,W,69-58,,NR,Q4
Feb 18,Coastal Carolina,Away,TBD,,221,NR,Q3
Feb 21,Georgia State,Away,TBD,,,NR,Q4
Feb 25,Georgia Southern,Home,TBD,,,NR,Q4
Feb 27,Coastal Carolina,Home,TBD,,221,NR,Q4
