date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Winthrop,Neutral,L,81-74,121,NR,Q3
Nov 5,Lynchburg,Home,W,87-76,,NR,Q4
Nov 8,Villanova,Away,L,94-74,30,NR,Q1
Nov 11,Duquesne,Away,L,87-81,117,NR,Q2
Nov 15,Sacred Heart,Home,W,81-64,297,NR,Q4
Nov 20,UNC Greensboro,Home,W,101-94,294,NR,Q4
Nov 23,Furman,Away,L,90-79,194,NR,Q3
Nov 28,Virginia,Away,L,94-69,19,NR,Q1
Dec 3,Gardner-Webb,Home,W,107-74,363,NR,Q4
Dec 12,South Carolina State,Home,W,102-78,358,NR,Q4
Dec 14,Wake Forest,Away,L,111-73,64,NR,Q1
Dec 16,Arkansas,Away,L,108-80,18,NR,Q1
Dec 29,Auburn,Away,L,106-65,32,NR,Q1
Jan 1,Eastern Kentucky,Home,W,91-89,281,NR,Q4
Jan 3,Bellarmine,Home,W,98-76,288,NR,Q4
Jan 8,Jacksonville,Away,W,77-51,306,NR,Q4
Jan 10,North Florida,Away,W,89-82,337,NR,Q4
Jan 15,Florida Gulf Coast,Away,W,85-74,257,NR,Q4
Jan 17,Stetson,Away,W,87-81,325,NR,Q4
Jan 21,North Alabama,Home,W,87-62,,NR,Q4
Jan 24,West Georgia,Away,L,74-66,,NR,Q4
Jan 28,Central Arkansas,Home,L,100-90,181,NR,Q4
Jan 31,Bellarmine,Away,L,78-75,288,NR,Q4
Feb 5,Jacksonville,Home,W,93-84,306,NR,Q4
Feb 7,North Florida,Home,W,91-72,337,NR,Q4
Feb 11,Austin Peay,Home,L,95-87,134,NR,Q3
Feb 14,Lipscomb,Home,W,87-81,186,NR,Q4
Feb 18,North Alabama,Away,TBD,,,NR,Q4
Feb 21,West Georgia,Home,TBD,,,NR,Q4
Feb 25,Eastern Kentucky,Away,TBD,,281,NR,Q4
Feb 28,Central Arkansas,Away,TBD,,181,NR,Q3
