date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Massachusetts,Away,W,78-72,191,NR,Q3
Nov 8,Toledo,Away,W,85-73,172,NR,Q3
Nov 12,Elon,Home,W,96-89,192,NR,Q4
Nov 15,Virginia,Away,L,104-78,19,NR,Q1
Nov 20,Arkansas-Pine Bluff,Home,W,98-70,,NR,Q4
Nov 23,Mercyhurst,Home,W,69-60,283,NR,Q4
Nov 26,Lipscomb,Home,L,90-67,186,NR,Q4
Dec 3,UNC Wilmington,Away,L,70-69,,NR,Q4
Dec 6,Ohio,Away,L,88-81,213,NR,Q3
Dec 10,Western Kentucky,Home,W,77-61,175,NR,Q4
Dec 13,Wright State,Home,W,76-74,,NR,Q4
Dec 20,Troy,Away,L,70-63,132,NR,Q2
Dec 23,West Virginia Tech,Home,W,102-52,,NR,Q4
Dec 31,Georgia State,Home,W,84-80,,NR,Q4
Jan 3,Appalachian State,Home,W,88-81,,NR,Q4
Jan 7,James Madison,Away,W,66-64,219,NR,Q3
Jan 10,Georgia State,Away,L,81-73,,NR,Q4
Jan 14,Coastal Carolina,Home,L,85-83,221,NR,Q4
Jan 17,James Madison,Home,W,77-72,219,NR,Q4
Jan 22,Louisiana-Monroe,Home,W,115-60,,NR,Q4
Jan 28,Texas State,Away,L,72-68,,NR,Q4
Jan 31,Arkansas State,Away,W,70-61,,NR,Q4
Feb 4,Southern Mississippi,Home,W,81-77,,NR,Q4
Feb 7,Miami (OH),Home,L,90-74,51,NR,Q2
Feb 11,Old Dominion,Away,W,81-79,256,NR,Q4
Feb 14,Georgia Southern,Away,L,101-87,,NR,Q4
Feb 16,South Alabama,Home,TBD,,168,NR,Q4
Feb 19,Appalachian State,Away,TBD,,,NR,Q4
Feb 21,Coastal Carolina,Away,TBD,,221,NR,Q3
Feb 24,Old Dominion,Home,TBD,,256,NR,Q4
Feb 27,Georgia Southern,Home,TBD,,,NR,Q4
