date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,New Haven,Home,W,79-55,329,NR,Q4
Nov 7,Massachusetts-Lowell,Home,W,110-47,323,NR,Q4
Nov 10,Columbia,Home,W,89-62,180,NR,Q4
Nov 15,Brigham Young,Neutral,W,86-84,20,NR,Q1
Nov 19,Arizona,Home,L,71-67,3,NR,Q1
Nov 23,Bryant,Home,W,72-49,352,NR,Q4
Nov 28,Illinois,Neutral,W,74-61,7,NR,Q1
Dec 2,Kansas,Away,W,61-56,14,NR,Q1
Dec 5,East Texas A&M,Home,W,83-59,297,NR,Q4
Dec 9,Florida,Neutral,W,77-73,9,NR,Q1
Dec 12,Texas,Home,W,71-63,37,NR,Q2
Dec 16,Butler,Home,W,79-60,74,NR,Q2
Dec 21,DePaul,Away,W,72-54,108,NR,Q2
Dec 31,Xavier,Away,W,90-67,98,NR,Q2
Jan 4,Marquette,Home,W,73-57,109,NR,Q3
Jan 7,Providence,Away,W,103-98,80,NR,Q2
Jan 10,DePaul,Home,W,72-60,108,NR,Q3
Jan 13,Seton Hall,Away,W,69-64,51,NR,Q1
Jan 17,Georgetown,Away,W,64-62,91,NR,Q2
Jan 24,Villanova,Home,W,75-67,30,NR,Q1
Jan 27,Providence,Home,W,87-81,80,NR,Q3
Jan 31,Creighton,Away,W,85-58,81,NR,Q2
Feb 3,Xavier,Home,W,92-60,98,NR,Q3
Feb 6,St. John's (NY),Away,L,81-72,24,NR,Q1
Feb 11,Butler,Away,W,80-70,74,NR,Q1
Feb 14,Georgetown,Home,W,79-75,91,NR,Q3
Feb 18,Creighton,Home,TBD,,81,NR,Q3
Feb 21,Villanova,Away,TBD,,30,NR,Q1
Feb 25,St. John's (NY),Home,TBD,,24,NR,Q1
Feb 28,Seton Hall,Home,TBD,,51,NR,Q2
Mar 7,Marquette,Away,TBD,,109,NR,Q2
