date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Youngstown State,Home,W,74-59,,NR,Q4
Nov 7,Longwood,Home,W,78-60,272,NR,Q4
Nov 10,Eastern Michigan,Home,W,78-66,,NR,Q4
Nov 13,West Virginia,Away,L,71-49,54,NR,Q1
Nov 17,Bucknell,Home,W,84-50,333,NR,Q4
Nov 20,UCF,Neutral,L,77-67,50,NR,Q1
Nov 23,Quinnipiac,Home,L,83-75,202,NR,Q4
Nov 28,Ohio State,Home,W,67-66,38,NR,Q2
Dec 2,Texas A&M,Home,L,81-73,43,NR,Q2
Dec 7,Hofstra,Home,L,80-73,102,NR,Q3
Dec 13,Villanova,Away,L,79-61,30,NR,Q1
Dec 17,Binghamton,Home,W,103-63,362,NR,Q4
Dec 21,Penn State,Neutral,W,80-46,122,NR,Q3
Dec 30,Miami (FL),Away,L,76-69,35,NR,Q1
Jan 3,Clemson,Home,L,73-68,31,NR,Q2
Jan 10,Syracuse,Home,L,83-72,69,NR,Q2
Jan 14,Georgia Tech,Away,W,89-66,165,NR,Q3
Jan 17,Louisville,Home,L,100-59,12,NR,Q1
Jan 21,Boston College,Away,L,65-62,152,NR,Q3
Jan 24,NC State,Home,L,81-72,29,NR,Q1
Jan 27,Wake Forest,Home,W,80-76,64,NR,Q2
Jan 31,Clemson,Away,L,63-52,31,NR,Q1
Feb 3,Virginia,Away,L,67-47,19,NR,Q1
Feb 7,Southern Methodist,Home,L,86-67,36,NR,Q2
Feb 10,Duke,Home,L,70-54,2,NR,Q1
Feb 14,North Carolina,Away,L,79-65,25,NR,Q1
Feb 21,Notre Dame,Home,TBD,,87,NR,Q3
Feb 25,Stanford,Away,TBD,,70,NR,Q1
Feb 28,California,Away,TBD,,61,NR,Q1
Mar 4,Florida State,Home,TBD,,82,NR,Q3
Mar 7,Syracuse,Away,TBD,,69,NR,Q1
