date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 5,Southern Indiana,Home,W,88-58,,NR,Q4
Nov 8,IU Indy,Home,W,112-80,313,NR,Q4
Nov 11,Chicago State,Home,W,98-66,,NR,Q4
Nov 15,Southern Methodist,Away,L,87-85,36,NR,Q1
Nov 21,South Carolina,Neutral,W,79-72,112,NR,Q3
Nov 23,Virginia,Neutral,W,80-73,19,NR,Q1
Nov 28,Wright State,Home,W,94-69,,NR,Q4
Dec 2,Eastern Michigan,Home,W,84-68,,NR,Q4
Dec 6,Boise State,Home,L,77-68,59,NR,Q2
Dec 13,Providence,Home,W,113-110,80,NR,Q3
Dec 16,Connecticut,Away,L,79-60,10,NR,Q1
Dec 20,Northwestern,Neutral,W,61-58,78,NR,Q2
Dec 22,NJIT,Home,W,101-52,301,NR,Q4
Dec 30,Creighton,Away,L,89-85,81,NR,Q2
Jan 3,Villanova,Home,L,85-67,30,NR,Q1
Jan 6,St. John's (NY),Home,L,84-70,24,NR,Q1
Jan 14,Xavier,Away,L,89-75,98,NR,Q2
Jan 17,Seton Hall,Away,W,77-66,51,NR,Q1
Jan 20,DePaul,Home,W,87-80,108,NR,Q3
Jan 23,Marquette,Home,W,87-76,109,NR,Q3
Jan 28,St. John's (NY),Away,L,92-70,24,NR,Q1
Jan 31,Georgetown,Home,L,77-64,91,NR,Q3
Feb 4,Providence,Away,L,97-87,80,NR,Q2
Feb 7,Marquette,Away,L,70-55,109,NR,Q2
Feb 11,Connecticut,Home,L,80-70,10,NR,Q1
Feb 15,Seton Hall,Home,TBD,,51,NR,Q2
Feb 18,Georgetown,Away,TBD,,91,NR,Q2
Feb 21,Xavier,Home,TBD,,98,NR,Q3
Feb 25,Villanova,Away,TBD,,30,NR,Q1
Mar 4,Creighton,Home,TBD,,81,NR,Q3
Mar 7,DePaul,Away,TBD,,108,NR,Q2
