date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,North Carolina Central,Home,W,114-66,339,NR,Q4
Nov 7,UAB,Home,W,94-70,113,NR,Q3
Nov 12,UNC Greensboro,Home,W,110-64,295,NR,Q4
Nov 17,Virginia Commonwealth,Home,W,85-79,,NR,Q4
Nov 24,Seton Hall,Neutral,L,85-74,51,NR,Q2
Nov 25,Boise State,Neutral,W,81-70,59,NR,Q2
Nov 26,Texas,Neutral,L,102-97,37,NR,Q1
Dec 3,Auburn,Away,L,83-73,34,NR,Q1
Dec 6,UNC Asheville,Home,W,75-63,227,NR,Q4
Dec 10,Liberty,Home,W,85-45,77,NR,Q3
Dec 13,Kansas,Home,L,77-76,14,NR,Q1
Dec 17,Texas Southern,Home,W,108-72,319,NR,Q4
Dec 21,Mississippi,Neutral,W,76-62,92,NR,Q2
Dec 31,Wake Forest,Home,W,70-57,64,NR,Q2
Jan 3,Virginia,Home,L,76-61,19,NR,Q1
Jan 6,Boston College,Away,W,79-71,153,NR,Q3
Jan 10,Florida State,Away,W,113-69,82,NR,Q2
Jan 17,Georgia Tech,Home,L,78-74,163,NR,Q4
Jan 20,Clemson,Away,W,80-76,32,NR,Q1
Jan 24,Pittsburgh,Away,W,81-72,122,NR,Q2
Jan 27,Syracuse,Home,W,88-68,69,NR,Q2
Jan 31,Wake Forest,Away,W,96-78,64,NR,Q1
Feb 3,Southern Methodist,Away,W,84-83,36,NR,Q1
Feb 7,Virginia Tech,Home,W,82-73,56,NR,Q2
Feb 9,Louisville,Away,L,118-77,12,NR,Q1
Feb 14,Miami (FL),Home,L,77-76,35,NR,Q2
Feb 17,North Carolina,Home,TBD,,25,NR,Q1
Feb 24,Virginia,Away,TBD,,19,NR,Q1
Feb 28,Notre Dame,Away,TBD,,87,NR,Q2
Mar 2,Duke,Home,TBD,,2,NR,Q1
Mar 7,Stanford,Home,TBD,,70,NR,Q2
