date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,South Dakota State,Neutral,L,75-66,204,NR,Q4
Nov 6,Auburn,Away,L,95-57,32,NR,Q1
Nov 11,Tarleton State,Away,L,76-62,,NR,Q4
Nov 15,Boston University,Away,W,91-79,152,NR,Q3
Nov 19,Maine,Home,W,72-65,343,NR,Q4
Nov 21,Florida,Away,L,80-45,9,NR,Q1
Nov 28,Pennsylvania,Away,L,77-65,,NR,Q4
Nov 29,Hofstra,Neutral,L,78-58,102,NR,Q3
Nov 30,La Salle,Neutral,W,66-60,241,NR,Q4
Dec 4,Rider,Home,W,68-66,357,NR,Q4
Dec 7,Fairfield,Home,W,74-63,242,NR,Q4
Dec 10,Princeton,Away,W,59-56,254,NR,Q4
Dec 14,Vermont,Away,L,66-59,215,NR,Q3
Dec 29,Sacred Heart,Away,W,80-72,297,NR,Q4
Jan 2,Mount St. Mary's,Home,W,75-65,299,NR,Q4
Jan 4,Manhattan,Home,W,73-66,321,NR,Q4
Jan 9,Siena,Away,W,63-59,188,NR,Q3
Jan 11,Saint Peter's,Away,L,76-63,226,NR,Q3
Jan 17,Quinnipiac,Home,W,83-71,202,NR,Q4
Jan 19,Marist,Away,W,68-55,170,NR,Q3
Jan 22,Iona,Away,L,61-60,237,NR,Q3
Jan 24,Saint Peter's,Home,W,67-59,226,NR,Q4
Feb 1,Sacred Heart,Home,W,75-58,297,NR,Q4
Feb 5,Mount St. Mary's,Away,W,87-70,299,NR,Q4
Feb 7,Rider,Away,W,73-47,357,NR,Q4
Feb 12,Marist,Home,W,81-56,170,NR,Q4
Feb 15,Quinnipiac,Away,W,56-49,202,NR,Q3
Feb 20,Siena,Home,TBD,,188,NR,Q4
Feb 22,Iona,Home,TBD,,237,NR,Q4
Feb 27,Canisius,Away,TBD,,348,NR,Q4
Mar 1,Niagara,Away,TBD,,342,NR,Q4
