date,opponent,location,result,score,net_rank,ap_rank,quadrant
Nov 3,Western Illinois,Home,W,80-75,,NR,Q4
Nov 7,West Virginia Wesleyan,Home,W,99-61,,NR,Q4
Nov 11,North Carolina,Away,L,89-74,25,NR,Q1
Nov 15,Wright State,Neutral,L,92-59,,NR,Q4
Nov 16,Cleveland State,Neutral,L,87-82,,NR,Q4
Nov 18,South Carolina,Away,L,87-58,112,NR,Q2
Nov 21,UNC Wilmington,Home,L,81-73,,NR,Q4
Nov 24,Southern Methodist,Away,L,89-72,36,NR,Q1
Nov 29,Notre Dame (MD),Home,W,102-75,,NR,Q4
Dec 3,Southern Mississippi,Home,L,82-75,,NR,Q4
Dec 7,Saint Francis (PA),Home,W,89-56,,NR,Q4
Dec 14,Coppin State,Home,W,107-77,,NR,Q4
Dec 18,William & Mary,Away,L,96-83,114,NR,Q2
Dec 21,Virginia Military Institute,Home,W,97-90,,NR,Q4
Dec 28,Shenandoah,Home,W,87-44,,NR,Q4
Dec 31,South Carolina Upstate,Away,W,76-69,293,NR,Q4
Jan 7,Presbyterian,Home,W,80-61,271,NR,Q4
Jan 10,UNC Asheville,Home,L,91-72,228,NR,Q4
Jan 14,Gardner-Webb,Away,W,89-80,363,NR,Q4
Jan 17,Longwood,Home,W,85-83,272,NR,Q4
Jan 21,Winthrop,Away,L,76-75,121,NR,Q2
Jan 23,High Point,Home,L,93-83,75,NR,Q2
Jan 29,Charleston Southern,Away,W,84-75,,NR,Q4
Jan 31,Presbyterian,Away,W,93-84,271,NR,Q4
Feb 4,Winthrop,Home,L,80-78,121,NR,Q3
Feb 7,High Point,Away,L,86-77,75,NR,Q1
Feb 14,Charleston Southern,Home,W,90-80,,NR,Q4
Feb 19,Gardner-Webb,Home,TBD,,363,NR,Q4
Feb 21,UNC Asheville,Away,TBD,,228,NR,Q3
Feb 26,South Carolina Upstate,Home,TBD,,293,NR,Q4
Feb 28,Longwood,Away,TBD,,272,NR,Q4
